Order ID,Order Date,Customer ID,Customer Name,Product ID,Product Name,Category,Sub-Category,Quantity,Unit Price,Discount,Sales,Cost,Profit,Region,City,Payment Method,Customer Type,Profit Margin,Year,Month,Month Name,Year-Month
O012774,2024-07-28,C09214,Customer 9214,P003,Chargers 3,Mobile Accessories,Chargers,1,2603.0,0.0371,2506.48,1417.01,1089.48,East,Bhubaneswar,Credit Card,New,0.4346653474194887,2024,7,Jul,2024-07
O010514,2024-10-12,C09214,Customer 9214,P024,Audio 4,Mobile Accessories,Audio,1,2700.0,0.0919,2451.74,1860.02,591.72,North,Chandigarh,Debit Card,Returning,0.2413469617496146,2024,10,Oct,2024-10
O027538,2024-11-05,C09214,Customer 9214,P016,Cases 4,Mobile Accessories,Cases,1,835.0,0.1212,733.76,442.63,291.13,West,Nagpur,Credit Card,Returning,0.3967646096816398,2024,11,Nov,2024-11
O036094,2024-11-24,C09214,Customer 9214,P015,Cases 3,Mobile Accessories,Cases,1,1441.0,0.2635,1061.29,1043.58,17.71,East,Kolkata,Cash on Delivery,Returning,0.016687239114662345,2024,11,Nov,2024-11
O007549,2025-08-11,C09215,Customer 9215,P067,Mini Fans 3,Smart Gadgets,Mini Fans,1,1765.0,0.0755,1631.81,1160.09,471.72,North,Jaipur,Net Banking,New,0.28907777253479267,2025,8,Aug,2025-08
O015302,2025-08-26,C09218,Customer 9218,P015,Cases 3,Mobile Accessories,Cases,2,1441.0,0.2021,2299.41,2087.16,212.25,East,Patna,Debit Card,New,0.09230628726499407,2025,8,Aug,2025-08
O011302,2024-02-14,C09219,Customer 9219,P029,Mice 1,Computer Accessories,Mice,1,631.0,0.0773,582.24,371.37,210.87,South,Hyderabad,Debit Card,New,0.3621702390766694,2024,2,Feb,2024-02
O004184,2024-05-14,C09219,Customer 9219,P004,Chargers 4,Mobile Accessories,Chargers,1,2152.0,0.042,2061.57,1296.71,764.87,North,Delhi,Credit Card,Returning,0.37101335390018286,2024,5,May,2024-05
O028090,2024-06-05,C09219,Customer 9219,P003,Chargers 3,Mobile Accessories,Chargers,1,2603.0,0.1207,2288.79,1417.01,871.78,East,Bhubaneswar,Cash on Delivery,Returning,0.38089121326115544,2024,6,Jun,2024-06
O005483,2024-06-15,C09219,Customer 9219,P048,Storage 4,Computer Accessories,Storage,2,1006.0,0.1816,1646.64,1482.81,163.83,South,Bengaluru,UPI,Returning,0.0994935140650051,2024,6,Jun,2024-06
O004150,2024-08-18,C09219,Customer 9219,P060,Smart Lights 4,Smart Gadgets,Smart Lights,1,520.0,0.0719,482.64,272.15,210.49,West,Nagpur,UPI,Returning,0.43612216144538374,2024,8,Aug,2024-08
O005944,2024-09-15,C09219,Customer 9219,P060,Smart Lights 4,Smart Gadgets,Smart Lights,1,520.0,0.1761,428.43,272.15,156.29,North,Chandigarh,UPI,Returning,0.36479704969306537,2024,9,Sep,2024-09
O000104,2024-09-19,C09219,Customer 9219,P055,Smart Speakers 3,Smart Gadgets,Smart Speakers,4,2173.0,0.0605,8165.97,4392.36,3773.61,South,Hyderabad,Credit Card,Returning,0.4621141150408341,2024,9,Sep,2024-09
O002195,2024-10-10,C09219,Customer 9219,P027,Keyboards 3,Computer Accessories,Keyboards,1,1506.0,0.1156,1331.94,859.1,472.84,South,Chennai,Credit Card,Returning,0.3550009760199408,2024,10,Oct,2024-10
O012487,2024-11-19,C09219,Customer 9219,P022,Audio 2,Mobile Accessories,Audio,2,1192.0,0.2353,1823.14,1502.67,320.48,West,Mumbai,Cash on Delivery,Returning,0.17578463529953817,2024,11,Nov,2024-11
O005933,2025-02-19,C09219,Customer 9219,P026,Keyboards 2,Computer Accessories,Keyboards,1,744.0,0.288,529.71,442.16,87.54,South,Hyderabad,UPI,Returning,0.1652602367333069,2025,2,Feb,2025-02
O010413,2025-04-27,C09219,Customer 9219,P030,Mice 2,Computer Accessories,Mice,1,2112.0,0.0616,1981.98,1069.29,912.69,East,Guwahati,Cash on Delivery,Returning,0.4604940514031423,2025,4,Apr,2025-04
O011807,2025-05-11,C09219,Customer 9219,P018,Screen Protectors 2,Mobile Accessories,Screen Protectors,1,378.0,0.0862,345.4,191.65,153.75,East,Bhubaneswar,Credit Card,Returning,0.4451360741169659,2025,5,May,2025-05
O031806,2025-07-08,C09219,Customer 9219,P058,Smart Lights 2,Smart Gadgets,Smart Lights,1,1791.0,0.2463,1349.82,1125.1,224.72,South,Chennai,Credit Card,Returning,0.16648145678683085,2025,7,Jul,2025-07
O021077,2025-07-26,C09219,Customer 9219,P064,Trackers 4,Smart Gadgets,Trackers,1,2341.0,0.0475,2229.81,1773.39,456.42,West,Surat,UPI,Returning,0.20469008570236927,2025,7,Jul,2025-07
O005344,2025-09-12,C09219,Customer 9219,P038,USB Hubs 2,Computer Accessories,USB Hubs,1,1531.0,0.2321,1175.7,1064.15,111.56,West,Mumbai,Debit Card,Returning,0.0948881517393893,2025,9,Sep,2025-09
O030917,2025-11-19,C09219,Customer 9219,P043,Laptop Stands 3,Computer Accessories,Laptop Stands,1,2160.0,0.1951,1738.5,1332.14,406.36,South,Hyderabad,Cash on Delivery,Returning,0.23374173137762438,2025,11,Nov,2025-11
O032180,2025-12-11,C09220,Customer 9220,P060,Smart Lights 4,Smart Gadgets,Smart Lights,2,520.0,0.2471,783.03,544.29,238.74,West,Nagpur,Debit Card,New,0.30489253285314744,2025,12,Dec,2025-12
O040065,2024-07-01,C09221,Customer 9221,P064,Trackers 4,Smart Gadgets,Trackers,1,2341.0,0.2514,1752.42,1773.39,-20.97,North,Chandigarh,Credit Card,New,-0.011966309446365597,2024,7,Jul,2024-07
O003810,2024-09-19,C09221,Customer 9221,P004,Chargers 4,Mobile Accessories,Chargers,1,2152.0,0.0686,2004.38,1296.71,707.68,West,Pune,Debit Card,Returning,0.35306678374360145,2024,9,Sep,2024-09
O009935,2024-10-31,C09221,Customer 9221,P066,Mini Fans 2,Smart Gadgets,Mini Fans,1,1749.0,0.0803,1608.51,1021.52,586.99,South,Hyderabad,UPI,Returning,0.36492779031526074,2024,10,Oct,2024-10
O021454,2025-03-05,C09221,Customer 9221,P041,Laptop Stands 1,Computer Accessories,Laptop Stands,1,1423.0,0.0154,1401.09,724.19,676.9,West,Nagpur,Credit Card,Returning,0.4831238535711482,2025,3,Mar,2025-03
O022068,2025-06-07,C09221,Customer 9221,P008,Cables 4,Mobile Accessories,Cables,1,2400.0,0.1487,2043.22,1354.6,688.62,North,Jaipur,Net Banking,Returning,0.33702684977633346,2025,6,Jun,2025-06
O025575,2024-02-01,C09223,Customer 9223,P022,Audio 2,Mobile Accessories,Audio,1,1192.0,0.1462,1017.73,751.33,266.39,East,Kolkata,Cash on Delivery,New,0.26174918691597965,2024,2,Feb,2024-02
O028424,2024-11-04,C09224,Customer 9224,P004,Chargers 4,Mobile Accessories,Chargers,1,2152.0,0.0796,1980.76,1296.71,684.05,North,Delhi,Debit Card,New,0.3453472404531594,2024,11,Nov,2024-11
O007084,2024-06-14,C09225,Customer 9225,P017,Screen Protectors 1,Mobile Accessories,Screen Protectors,1,1752.0,0.1,1576.85,852.9,723.95,South,Chennai,Credit Card,New,0.4591115198021372,2024,6,Jun,2024-06
O017884,2024-06-23,C09225,Customer 9225,P048,Storage 4,Computer Accessories,Storage,1,1006.0,0.0737,931.81,741.41,190.41,East,Bhubaneswar,Credit Card,Returning,0.20434423326643844,2024,6,Jun,2024-06
O044798,2025-04-04,C09225,Customer 9225,P003,Chargers 3,Mobile Accessories,Chargers,3,2603.0,0.1734,6454.61,4251.03,2203.58,South,Chandigarh,Debit Card,Returning,0.34139630434681567,2025,4,Apr,2025-04
O031457,2025-09-18,C09225,Customer 9225,P024,Audio 4,Mobile Accessories,Audio,1,2700.0,0.0552,2551.05,1860.02,691.03,East,Bhubaneswar,UPI,Returning,0.2708806177848337,2025,9,Sep,2025-09
O008447,2024-11-08,C09226,Customer 9226,P029,Mice 1,Computer Accessories,Mice,1,631.0,0.2272,487.61,371.37,116.24,South,Coimbatore,Debit Card,New,0.2383872357006624,2024,11,Nov,2024-11
O040114,2025-04-12,C09226,Customer 9226,P035,Webcams 3,Computer Accessories,Webcams,1,1514.0,0.0224,1480.1,847.48,632.62,North,Jaipur,Cash on Delivery,Returning,0.4274170664144315,2025,4,Apr,2025-04
O006913,2025-05-11,C09226,Customer 9226,P058,Smart Lights 2,Smart Gadgets,Smart Lights,1,1791.0,0.0442,1711.79,1125.1,586.69,South,Bengaluru,UPI,Returning,0.34273479807686696,2025,5,May,2025-05
O031475,2025-08-01,C09226,Customer 9226,P055,Smart Speakers 3,Smart Gadgets,Smart Speakers,2,2173.0,0.0663,4058.01,2196.18,1861.83,South,Kochi,Credit Card,Returning,0.45880369935017407,2025,8,Aug,2025-08
O039668,2025-08-29,C09226,Customer 9226,P062,Trackers 2,Smart Gadgets,Trackers,1,1518.0,0.0883,1383.9,996.25,387.65,South,Chennai,UPI,Returning,0.28011417009899553,2025,8,Aug,2025-08
O040847,2025-12-16,C09226,Customer 9226,P003,Chargers 3,Mobile Accessories,Chargers,1,2603.0,0.2333,1995.69,1417.01,578.68,North,Amritsar,UPI,Returning,0.2899648743041254,2025,12,Dec,2025-12
O041206,2025-01-15,C09227,Customer 9227,P058,Smart Lights 2,Smart Gadgets,Smart Lights,1,1791.0,0.1001,1611.74,1125.1,486.64,North,Delhi,Credit Card,New,0.3019345552012111,2025,1,Jan,2025-01
O010472,2025-03-13,C09227,Customer 9227,P016,Cases 4,Mobile Accessories,Cases,2,835.0,0.1503,1419.05,885.25,533.79,South,Bengaluru,Credit Card,Returning,0.37616010711391423,2025,3,Mar,2025-03
O001804,2025-11-05,C09227,Customer 9227,P003,Chargers 3,Mobile Accessories,Chargers,1,2603.0,0.3,1822.1,1417.01,405.09,South,Hyderabad,Cash on Delivery,Returning,0.22232039953899346,2025,11,Nov,2025-11
O045061,2025-07-27,C09228,Customer 9228,P017,Screen Protectors 1,Mobile Accessories,Screen Protectors,1,1752.0,0.2957,1233.92,852.9,381.02,North,Amritsar,Credit Card,New,0.30878825207468874,2025,7,Jul,2025-07
O023036,2024-02-05,C09229,Customer 9229,P007,Cables 3,Mobile Accessories,Cables,1,2330.0,0.0794,2144.89,1159.15,985.73,North,Jaipur,Net Banking,New,0.4595713533094938,2024,2,Feb,2024-02
O006675,2024-02-22,C09229,Customer 9229,P062,Trackers 2,Smart Gadgets,Trackers,1,1518.0,0.1588,1277.01,996.25,280.76,East,Bhubaneswar,Credit Card,Returning,0.2198573229653644,2024,2,Feb,2024-02
O011786,2024-02-23,C09229,Customer 9229,P051,Smartwatches 3,Smart Gadgets,Smartwatches,2,759.0,0.109,1352.47,925.42,427.06,North,Amritsar,Net Banking,Returning,0.31576301137918034,2024,2,Feb,2024-02
O031244,2024-05-04,C09229,Customer 9229,P041,Laptop Stands 1,Computer Accessories,Laptop Stands,2,1423.0,0.1293,2477.88,1448.38,1029.5,South,Kochi,UPI,Returning,0.4154761328232198,2024,5,May,2024-05
O025167,2024-09-16,C09229,Customer 9229,P032,Mice 4,Computer Accessories,Mice,1,2908.0,0.1606,2440.9,2235.0,205.9,North,Lucknow,UPI,Returning,0.08435413167274367,2024,9,Sep,2024-09
O036710,2024-10-19,C09229,Customer 9229,P058,Smart Lights 2,Smart Gadgets,Smart Lights,1,1791.0,0.2694,1308.42,1125.1,183.32,South,Bengaluru,Debit Card,Returning,0.14010791641827547,2024,10,Oct,2024-10
O012642,2024-11-05,C09229,Customer 9229,P051,Smartwatches 3,Smart Gadgets,Smartwatches,3,759.0,0.164,1903.55,1388.12,515.42,South,Coimbatore,Net Banking,Returning,0.27076777599747837,2024,11,Nov,2024-11
O032374,2024-12-21,C09229,Customer 9229,P048,Storage 4,Computer Accessories,Storage,2,1006.0,0.1037,1803.42,1482.81,320.61,South,Hyderabad,UPI,Returning,0.17777888678178128,2024,12,Dec,2024-12
O042000,2025-01-13,C09229,Customer 9229,P015,Cases 3,Mobile Accessories,Cases,1,1441.0,0.1423,1235.97,1043.58,192.39,West,Nagpur,Credit Card,Returning,0.15565911793975581,2025,1,Jan,2025-01
O005386,2025-01-15,C09229,Customer 9229,P016,Cases 4,Mobile Accessories,Cases,2,835.0,0.1072,1490.93,885.25,605.68,South,Bengaluru,Net Banking,Returning,0.4062430831762725,2025,1,Jan,2025-01
O009987,2025-01-23,C09229,Customer 9229,P058,Smart Lights 2,Smart Gadgets,Smart Lights,1,1791.0,0.1928,1445.77,1125.1,320.66,East,Ranchi,UPI,Returning,0.22179184794261883,2025,1,Jan,2025-01
O045627,2025-03-03,C09229,Customer 9229,P019,Screen Protectors 3,Mobile Accessories,Screen Protectors,1,2516.0,0.0677,2345.78,1752.92,592.86,West,Surat,Cash on Delivery,Returning,0.2527346980535259,2025,3,Mar,2025-03
O031133,2025-04-20,C09229,Customer 9229,P055,Smart Speakers 3,Smart Gadgets,Smart Speakers,1,2173.0,0.0545,2054.49,1098.09,956.4,North,Delhi,Debit Card,Returning,0.4655169896178614,2025,4,Apr,2025-04
O022749,2025-12-11,C09229,Customer 9229,P049,Smartwatches 1,Smart Gadgets,Smartwatches,1,2110.0,0.1855,1718.55,1492.94,225.61,West,Surat,UPI,Returning,0.13127927613395016,2025,12,Dec,2025-12
O036671,2024-11-06,C09230,Customer 9230,P032,Mice 4,Computer Accessories,Mice,2,2908.0,0.1257,5084.99,4470.0,614.99,South,Kochi,Cash on Delivery,New,0.12094222407517026,2024,11,Nov,2024-11
O037106,2025-03-09,C09230,Customer 9230,P003,Chargers 3,Mobile Accessories,Chargers,3,2603.0,0.0653,7299.06,4251.03,3048.03,West,Mumbai,UPI,Returning,0.41759212830145254,2025,3,Mar,2025-03
O005379,2024-01-20,C09231,Customer 9231,P040,USB Hubs 4,Computer Accessories,USB Hubs,3,2074.0,0.1499,5289.56,3494.73,1794.83,South,Kochi,Credit Card,New,0.3393155574376696,2024,1,Jan,2024-01
O019216,2024-10-09,C09232,Customer 9232,P037,USB Hubs 1,Computer Accessories,USB Hubs,2,563.0,0.1323,977.08,803.54,173.53,South,Kochi,Cash on Delivery,New,0.1776006058869284,2024,10,Oct,2024-10
O028225,2024-03-08,C09233,Customer 9233,P040,USB Hubs 4,Computer Accessories,USB Hubs,1,2074.0,0.187,1686.09,1164.91,521.18,West,Ahmedabad,Cash on Delivery,New,0.30910568237757174,2024,3,Mar,2024-03
O049926,2024-04-17,C09233,Customer 9233,P002,Chargers 2,Mobile Accessories,Chargers,1,1428.0,0.1245,1250.26,872.53,377.73,West,Ahmedabad,UPI,Returning,0.30212115879896984,2024,4,Apr,2024-04
O029740,2024-06-09,C09233,Customer 9233,P004,Chargers 4,Mobile Accessories,Chargers,2,2152.0,0.1119,3822.41,2593.41,1229.0,West,Nagpur,Cash on Delivery,Returning,0.3215249018289509,2024,6,Jun,2024-06
O002657,2024-11-12,C09233,Customer 9233,P043,Laptop Stands 3,Computer Accessories,Laptop Stands,2,2160.0,0.186,3516.48,2664.29,852.19,North,Amritsar,UPI,Returning,0.2423417735917736,2024,11,Nov,2024-11
O016387,2024-11-13,C09233,Customer 9233,P043,Laptop Stands 3,Computer Accessories,Laptop Stands,1,2160.0,0.1494,1837.36,1332.14,505.22,East,Bhubaneswar,Cash on Delivery,Returning,0.2749706100056603,2024,11,Nov,2024-11
O032961,2024-11-30,C09233,Customer 9233,P029,Mice 1,Computer Accessories,Mice,2,631.0,0.0659,1178.88,742.74,436.14,West,Mumbai,Cash on Delivery,Returning,0.369961319218241,2024,11,Nov,2024-11
O043282,2024-12-24,C09233,Customer 9233,P022,Audio 2,Mobile Accessories,Audio,1,1192.0,0.1379,1027.57,751.33,276.23,West,Pune,Credit Card,Returning,0.2688186692877371,2024,12,Dec,2024-12
O026188,2025-03-01,C09233,Customer 9233,P042,Laptop Stands 2,Computer Accessories,Laptop Stands,1,2530.0,0.1162,2236.02,1899.48,336.54,North,Chandigarh,Debit Card,Returning,0.150508492768401,2025,3,Mar,2025-03
O010421,2025-03-11,C09233,Customer 9233,P055,Smart Speakers 3,Smart Gadgets,Smart Speakers,1,2173.0,0.2444,1641.88,1098.09,543.79,North,Amritsar,Cash on Delivery,Returning,0.3311996004580115,2025,3,Mar,2025-03
O014739,2025-03-22,C09233,Customer 9233,P026,Keyboards 2,Computer Accessories,Keyboards,1,744.0,0.1705,617.14,442.16,174.98,West,Nagpur,Cash on Delivery,Returning,0.2835337200635188,2025,3,Mar,2025-03
O004446,2025-06-02,C09233,Customer 9233,P041,Laptop Stands 1,Computer Accessories,Laptop Stands,1,1423.0,0.2485,1069.34,724.19,345.15,South,Coimbatore,Net Banking,Returning,0.3227691847307685,2025,6,Jun,2025-06
O034012,2025-07-27,C09233,Customer 9233,P039,USB Hubs 3,Computer Accessories,USB Hubs,2,834.0,0.126,1457.89,1025.5,432.39,West,Mumbai,UPI,Returning,0.29658616219330675,2025,7,Jul,2025-07
O034710,2025-08-01,C09233,Customer 9233,P055,Smart Speakers 3,Smart Gadgets,Smart Speakers,1,2173.0,0.3,1521.1,1098.09,423.01,East,Guwahati,UPI,Returning,0.2780947998159227,2025,8,Aug,2025-08
O026194,2025-08-21,C09233,Customer 9233,P068,Mini Fans 4,Smart Gadgets,Mini Fans,1,1050.0,0.0936,951.72,511.18,440.54,North,Lucknow,Credit Card,Returning,0.4628882444416425,2025,8,Aug,2025-08
O009381,2025-11-14,C09233,Customer 9233,P047,Storage 3,Computer Accessories,Storage,1,1284.0,0.11,1142.7,684.41,458.29,East,Ranchi,Cash on Delivery,Returning,0.4010588955981447,2025,11,Nov,2025-11
O013986,2025-12-21,C09234,Customer 9234,P030,Mice 2,Computer Accessories,Mice,1,2112.0,0.1207,1857.15,1069.29,787.86,West,Mumbai,Net Banking,New,0.4242306760358614,2025,12,Dec,2025-12
O035475,2024-07-03,C09235,Customer 9235,P024,Audio 4,Mobile Accessories,Audio,2,2700.0,0.161,4530.84,3720.04,810.81,West,Ahmedabad,Credit Card,New,0.17895357152316124,2024,7,Jul,2024-07
O012251,2024-11-19,C09235,Customer 9235,P017,Screen Protectors 1,Mobile Accessories,Screen Protectors,1,1752.0,0.3,1226.4,852.9,373.5,North,Chandigarh,Credit Card,Returning,0.3045499021526419,2024,11,Nov,2024-11
O031173,2025-02-06,C09235,Customer 9235,P058,Smart Lights 2,Smart Gadgets,Smart Lights,2,1791.0,0.0217,3504.44,2250.2,1254.24,North,Jaipur,Cash on Delivery,Returning,0.35790026366552147,2025,2,Feb,2025-02
O029252,2024-07-01,C09236,Customer 9236,P058,Smart Lights 2,Smart Gadgets,Smart Lights,1,1791.0,0.0651,1674.47,1125.1,549.37,East,Bhubaneswar,Cash on Delivery,New,0.32808590180773617,2024,7,Jul,2024-07
O028782,2024-09-09,C09236,Customer 9236,P064,Trackers 4,Smart Gadgets,Trackers,1,2341.0,0.1146,2072.82,1773.39,299.43,East,Kolkata,UPI,Returning,0.14445537962775348,2024,9,Sep,2024-09
O022158,2025-04-26,C09236,Customer 9236,P068,Mini Fans 4,Smart Gadgets,Mini Fans,1,1050.0,0.2271,811.58,511.18,300.4,East,Guwahati,Cash on Delivery,Returning,0.37014219177407026,2025,4,Apr,2025-04
O013992,2025-10-04,C09236,Customer 9236,P035,Webcams 3,Computer Accessories,Webcams,3,1514.0,0.3,3179.4,2542.43,636.97,East,Patna,Net Banking,Returning,0.2003428319808769,2025,10,Oct,2025-10
O019077,2024-06-16,C09237,Customer 9237,P055,Smart Speakers 3,Smart Gadgets,Smart Speakers,2,2173.0,0.2227,3378.26,2196.18,1182.08,North,Delhi,Net Banking,New,0.3499079407742447,2024,6,Jun,2024-06
O024460,2024-09-22,C09237,Customer 9237,P044,Laptop Stands 4,Computer Accessories,Laptop Stands,3,1074.0,0.0606,3026.78,1742.16,1284.61,South,Hyderabad,Credit Card,Returning,0.424414724558772,2024,9,Sep,2024-09
O011153,2024-10-23,C09237,Customer 9237,P060,Smart Lights 4,Smart Gadgets,Smart Lights,1,520.0,0.1315,451.6,272.15,179.45,North,Amritsar,Net Banking,Returning,0.3973649247121346,2024,10,Oct,2024-10
O037538,2025-07-27,C09237,Customer 9237,P045,Storage 1,Computer Accessories,Storage,1,2529.0,0.1017,2271.86,1446.05,825.81,West,Surat,Net Banking,Returning,0.3634951097338744,2025,7,Jul,2025-07
O015547,2025-09-27,C09237,Customer 9237,P013,Cases 1,Mobile Accessories,Cases,1,2002.0,0.1903,1621.07,1359.95,261.13,South,Kochi,Net Banking,Returning,0.16108496240137687,2025,9,Sep,2025-09
O031829,2025-10-08,C09237,Customer 9237,P009,Power Banks 1,Mobile Accessories,Power Banks,1,558.0,0.2474,419.96,316.99,102.97,West,Mumbai,Credit Card,Returning,0.24519001809696161,2025,10,Oct,2025-10
O010428,2025-12-11,C09237,Customer 9237,P064,Trackers 4,Smart Gadgets,Trackers,1,2341.0,0.1367,2020.92,1773.39,247.52,North,Jaipur,Net Banking,Returning,0.12247887100924332,2025,12,Dec,2025-12
O000267,2024-05-20,C09238,Customer 9238,P043,Laptop Stands 3,Computer Accessories,Laptop Stands,4,2160.0,0.0372,8318.99,5328.57,2990.42,West,Nagpur,Cash on Delivery,New,0.3594691182463256,2024,5,May,2024-05
O027451,2025-01-12,C09238,Customer 9238,P034,Webcams 2,Computer Accessories,Webcams,1,1236.0,0.1126,1096.84,852.73,244.11,South,Coimbatore,Credit Card,Returning,0.22255752890120714,2025,1,Jan,2025-01
O034143,2025-05-11,C09238,Customer 9238,P040,USB Hubs 4,Computer Accessories,USB Hubs,2,2074.0,0.1074,3702.55,2329.82,1372.74,North,Jaipur,Credit Card,Returning,0.37075529027292,2025,5,May,2025-05
O034553,2025-09-28,C09238,Customer 9238,P008,Cables 4,Mobile Accessories,Cables,2,2400.0,0.0586,4518.93,2709.19,1809.74,West,Nagpur,Credit Card,Returning,0.40047975958910625,2025,9,Sep,2025-09
O002196,2024-12-10,C09239,Customer 9239,P054,Smart Speakers 2,Smart Gadgets,Smart Speakers,1,2061.0,0.1418,1768.84,1391.08,377.76,South,Kochi,UPI,New,0.21356369145880916,2024,12,Dec,2024-12
O016108,2024-11-25,C09240,Customer 9240,P029,Mice 1,Computer Accessories,Mice,1,631.0,0.1618,528.93,371.37,157.56,East,Kolkata,Credit Card,New,0.2978844081447451,2024,11,Nov,2024-11
O038933,2025-08-22,C09240,Customer 9240,P060,Smart Lights 4,Smart Gadgets,Smart Lights,1,520.0,0.0855,475.55,272.15,203.41,South,Bengaluru,Debit Card,Returning,0.42773630533066975,2025,8,Aug,2025-08
O001222,2025-08-07,C09241,Customer 9241,P028,Keyboards 4,Computer Accessories,Keyboards,1,322.0,0.0052,320.32,215.45,104.87,East,Ranchi,Credit Card,New,0.32739135864135865,2025,8,Aug,2025-08
O045952,2024-03-30,C09242,Customer 9242,P048,Storage 4,Computer Accessories,Storage,1,1006.0,0.085,920.49,741.41,179.08,East,Patna,Debit Card,New,0.1945485556605721,2024,3,Mar,2024-03
O011462,2024-07-06,C09242,Customer 9242,P060,Smart Lights 4,Smart Gadgets,Smart Lights,1,520.0,0.0542,491.81,272.15,219.67,East,Kolkata,UPI,Returning,0.44665622903153657,2024,7,Jul,2024-07
O034181,2024-09-13,C09242,Customer 9242,P022,Audio 2,Mobile Accessories,Audio,1,1192.0,0.0853,1090.29,751.33,338.96,North,Amritsar,UPI,Returning,0.3108897632739913,2024,9,Sep,2024-09
O020997,2024-09-25,C09242,Customer 9242,P066,Mini Fans 2,Smart Gadgets,Mini Fans,1,1749.0,0.223,1359.04,1021.52,337.51,East,Patna,Credit Card,Returning,0.24834441959029904,2024,9,Sep,2024-09
O029536,2024-10-03,C09242,Customer 9242,P016,Cases 4,Mobile Accessories,Cases,1,835.0,0.146,713.06,442.63,270.43,West,Ahmedabad,Cash on Delivery,Returning,0.3792527978010266,2024,10,Oct,2024-10
O002350,2024-10-26,C09242,Customer 9242,P063,Trackers 3,Smart Gadgets,Trackers,2,1782.0,0.2625,2628.46,1893.12,735.34,West,Mumbai,Credit Card,Returning,0.2797607724675285,2024,10,Oct,2024-10
O020837,2025-06-14,C09242,Customer 9242,P055,Smart Speakers 3,Smart Gadgets,Smart Speakers,1,2173.0,0.0805,1998.15,1098.09,900.06,West,Ahmedabad,UPI,Returning,0.45044666316342613,2025,6,Jun,2025-06
O022252,2025-06-22,C09242,Customer 9242,P032,Mice 4,Computer Accessories,Mice,2,2908.0,0.1421,4989.35,4470.0,519.35,West,Nagpur,UPI,Returning,0.10409171535370339,2025,6,Jun,2025-06
O024395,2025-07-14,C09242,Customer 9242,P055,Smart Speakers 3,Smart Gadgets,Smart Speakers,2,2173.0,0.0667,4056.14,2196.18,1859.97,North,Chandigarh,Credit Card,Returning,0.4585566573145898,2025,7,Jul,2025-07
O046346,2025-08-04,C09242,Customer 9242,P008,Cables 4,Mobile Accessories,Cables,1,2400.0,0.062,2251.14,1354.6,896.54,West,Surat,Debit Card,Returning,0.39826043693417557,2025,8,Aug,2025-08
O019571,2025-09-20,C09242,Customer 9242,P046,Storage 2,Computer Accessories,Storage,1,2452.0,0.2705,1788.82,1603.03,185.79,South,Bengaluru,Cash on Delivery,Returning,0.10386176362071085,2025,9,Sep,2025-09
O000244,2025-11-30,C09242,Customer 9242,P060,Smart Lights 4,Smart Gadgets,Smart Lights,2,520.0,0.0982,937.92,544.29,393.63,North,Jaipur,Cash on Delivery,Returning,0.41968398157625386,2025,11,Nov,2025-11
O049087,2025-12-17,C09242,Customer 9242,P017,Screen Protectors 1,Mobile Accessories,Screen Protectors,1,1752.0,0.1666,1460.16,852.9,607.26,West,Ahmedabad,Cash on Delivery,Returning,0.4158859303090072,2025,12,Dec,2025-12
O038920,2024-06-12,C09243,Customer 9243,P048,Storage 4,Computer Accessories,Storage,1,1006.0,0.012,993.89,741.41,252.48,South,Coimbatore,UPI,New,0.25403213635311755,2024,6,Jun,2024-06
O047097,2025-09-11,C09243,Customer 9243,P039,USB Hubs 3,Computer Accessories,USB Hubs,3,834.0,0.2134,1968.14,1538.25,429.89,East,Kolkata,Debit Card,Returning,0.21842450232198926,2025,9,Sep,2025-09
O002489,2025-01-11,C09244,Customer 9244,P058,Smart Lights 2,Smart Gadgets,Smart Lights,1,1791.0,0.066,1672.86,1125.1,547.75,South,Bengaluru,Debit Card,New,0.32743325801322287,2025,1,Jan,2025-01
O029282,2025-02-04,C09244,Customer 9244,P024,Audio 4,Mobile Accessories,Audio,1,2700.0,0.0294,2620.62,1860.02,760.6,East,Patna,Debit Card,Returning,0.2902366615533729,2025,2,Feb,2025-02
O027340,2025-04-11,C09244,Customer 9244,P052,Smartwatches 4,Smart Gadgets,Smartwatches,2,220.0,0.0554,415.6,294.0,121.6,East,Bhubaneswar,Debit Card,Returning,0.2925890279114533,2025,4,Apr,2025-04
O034328,2025-04-26,C09244,Customer 9244,P002,Chargers 2,Mobile Accessories,Chargers,2,1428.0,0.1357,2468.32,1745.06,723.26,North,Chandigarh,UPI,Returning,0.293017112854087,2025,4,Apr,2025-04
O047111,2025-04-27,C09244,Customer 9244,P067,Mini Fans 3,Smart Gadgets,Mini Fans,2,1765.0,0.0607,3315.68,2320.18,995.5,North,Delhi,Net Banking,Returning,0.30024007141823095,2025,4,Apr,2025-04
O016795,2025-06-06,C09244,Customer 9244,P022,Audio 2,Mobile Accessories,Audio,1,1192.0,0.0667,1112.46,751.33,361.12,North,Chandigarh,Credit Card,Returning,0.3246139187026949,2025,6,Jun,2025-06
O008741,2025-07-25,C09244,Customer 9244,P017,Screen Protectors 1,Mobile Accessories,Screen Protectors,1,1752.0,0.2383,1334.47,852.9,481.57,East,Kolkata,Debit Card,Returning,0.36086985844567504,2025,7,Jul,2025-07
